building_id,meter_reading,anomaly,time,month,day,weekend
1,104.92,0,1,3,3,0
1,94.15,0,2,3,3,0
1,119.09,0,3,3,3,0
1,77.1,0,4,3,3,0
1,80.82,0,5,3,3,0
1,107.32,0,6,3,3,0
1,88.16,0,7,3,3,0
1,113.56,0,8,3,3,0
1,96.67,0,9,3,3,0
1,152.19,0,10,3,3,0
1,88.47,0,11,3,3,0
1,76.27,0,12,3,3,0
1,79.79,0,13,3,3,0
1,91.88,0,14,3,3,0
1,84.28,0,15,3,3,0
1,109.7,0,16,3,3,0
1,56.65,0,17,3,3,0
1,107.17,0,18,3,3,0
1,102.86,0,19,3,3,0
1,71.53,0,20,3,3,0
1,69.63,0,21,3,3,0
1,105.35,0,22,3,3,0
1,108.37,0,23,3,3,0
1,87.45,0,0,3,4,0
1,83.33,0,1,3,4,0
1,112.5,0,2,3,4,0
1,127.59,0,3,3,4,0
1,102.24,0,4,3,4,0
1,110.47,0,5,3,4,0
1,106.67,0,6,3,4,0
1,94.43,0,7,3,4,0
1,130.27,0,8,3,4,0
1,101.95,0,9,3,4,0
1,128.82,0,10,3,4,0
1,43.89,0,11,3,4,0
1,70.92,0,12,3,4,0
1,84.65,0,13,3,4,0
1,83.5,0,14,3,4,0
1,108.11,0,15,3,4,0
1,92.89,0,16,3,4,0
1,79.06,0,17,3,4,0
1,89.66,0,18,3,4,0
1,103.09,0,19,3,4,0
1,98.1,0,20,3,4,0
1,89.84,0,21,3,4,0
1,80.82,0,22,3,4,0
1,84.15,0,23,3,4,0
1,84.25,0,0,3,5,0
1,95.44,0,1,3,5,0
1,74.04,0,2,3,5,0
1,80.04,0,3,3,5,0
1,110.77,0,4,3,5,0
1,106.79,0,5,3,5,0
1,103.99,0,6,3,5,0
1,100.09,0,7,3,5,0
1,86.54,0,8,3,5,0
1,87.1,0,9,3,5,0
1,109.79,0,10,3,5,0
1,104.19,0,11,3,5,0
1,102.65,0,12,3,5,0
1,96.21,0,13,3,5,0
1,86.89,0,14,3,5,0
1,88.0,0,15,3,5,0
1,103.37,0,16,3,5,0
1,121.6,0,17,3,5,0
1,90.0,0,18,3,5,0
1,132.69,0,19,3,5,0
1,85.25,0,20,3,5,0
1,57.9,0,21,3,5,0
1,75.13,0,22,3,5,0
1,99.78,0,23,3,5,0
1,147.02,0,0,3,6,1
1,154.36,0,1,3,6,1
1,102.54,0,2,3,6,1
1,110.35,0,3,3,6,1
1,117.22,0,4,3,6,1
1,74.99,0,5,3,6,1
1,120.32,0,6,3,6,1
1,119.37,0,7,3,6,1
1,130.72,0,8,3,6,1
1,124.85,0,9,3,6,1
1,99.98,0,10,3,6,1
1,84.27,0,11,3,6,1
1,137.67,0,12,3,6,1
1,57.72,0,13,3,6,1
1,82.45,0,14,3,6,1
1,81.6,0,15,3,6,1
1,97.67,0,16,3,6,1
1,100.43,0,17,3,6,1
1,148.15,0,18,3,6,1
1,123.06,0,19,3,6,1
1,147.95,0,20,3,6,1
1,85.34,1,21,3,6,1
1,150.67,0,22,3,6,1
1,95.64,0,23,3,6,1
1,138.27,0,0,3,7,1
1,135.57,0,1,3,7,1
1,146.41,0,2,3,7,1
1,113.3,0,3,3,7,1
1,89.39,0,4,3,7,1
1,106.2,0,5,3,7,1
1,144.98,0,6,3,7,1
1,110.53,0,7,3,7,1
1,122.18,0,8,3,7,1
1,139.86,0,9,3,7,1
1,113.3,0,10,3,7,1
1,91.99,0,11,3,7,1
1,119.2,0,12,3,7,1
1,126.22,0,13,3,7,1
1,115.82,0,14,3,7,1
1,103.52,0,15,3,7,1
1,97.92,0,16,3,7,1
1,83.43,0,17,3,7,1
1,135.22,0,18,3,7,1
1,128.79,0,19,3,7,1
1,87.24,0,20,3,7,1
1,131.16,0,21,3,7,1
1,112.81,0,22,3,7,1
1,121.06,0,23,3,7,1
1,133.29,0,0,3,1,0
1,82.91,0,1,3,1,0
1,101.05,0,2,3,1,0
1,91.78,0,3,3,1,0
1,113.9,0,4,3,1,0
1,108.35,0,5,3,1,0
1,83.28,0,6,3,1,0
1,109.85,0,7,3,1,0
1,111.7,0,8,3,1,0
1,118.11,0,9,3,1,0
1,123.78,0,10,3,1,0
1,97.52,0,11,3,1,0
1,81.74,0,12,3,1,0
1,119.89,0,13,3,1,0
1,95.29,0,14,3,1,0
1,115.66,0,15,3,1,0
1,87.1,0,16,3,1,0
1,99.18,0,17,3,1,0
1,115.01,0,18,3,1,0
1,116.88,0,19,3,1,0
1,108.55,0,20,3,1,0
1,78.55,0,21,3,1,0
1,101.33,0,22,3,1,0
1,74.97,0,23,3,1,0
1,140.09,0,0,3,2,0
1,64.28,0,1,3,2,0
1,87.74,0,2,3,2,0
1,114.81,0,3,3,2,0
1,118.41,0,4,3,2,0
1,63.75,0,5,3,2,0
1,127.46,0,6,3,2,0
1,117.94,0,7,3,2,0
1,129.57,0,8,3,2,0
1,78.87,0,9,3,2,0
1,74.34,0,10,3,2,0
1,123.1,0,11,3,2,0
1,120.12,0,12,3,2,0
1,74.45,0,13,3,2,0
1,91.93,0,14,3,2,0
1,113.57,0,15,3,2,0
1,116.81,0,16,3,2,0
1,70.44,0,17,3,2,0
1,72.34,1,18,3,2,0
1,89.38,0,19,3,2,0
1,92.51,0,20,3,2,0
1,106.02,0,21,3,2,0
1,109.54,0,22,3,2,0
1,141.24,0,23,3,2,0
1,81.95,0,0,3,3,0
1,94.03,0,1,3,3,0
1,88.47,0,2,3,3,0
1,111.12,0,3,3,3,0
1,116.22,0,4,3,3,0
1,120.92,0,5,3,3,0
1,107.83,0,6,3,3,0
1,90.72,0,7,3,3,0
1,101.91,0,8,3,3,0
1,110.88,0,9,3,3,0
1,87.9,0,10,3,3,0
1,124.06,0,11,3,3,0
1,70.97,0,12,3,3,0
1,93.16,0,13,3,3,0
1,92.38,0,14,3,3,0
1,119.19,0,15,3,3,0
1,91.44,0,16,3,3,0
1,113.69,0,17,3,3,0
1,104.51,0,18,3,3,0
1,119.41,0,19,3,3,0
1,122.54,0,20,3,3,0
1,71.17,0,21,3,3,0
1,94.44,0,22,3,3,0
1,110.32,0,23,3,3,0
1,104.88,0,0,3,4,0
1,70.37,0,1,3,4,0
1,119.43,0,2,3,4,0
1,83.55,0,3,3,4,0
1,79.23,0,4,3,4,0
1,94.21,0,5,3,4,0
1,54.7,0,6,3,4,0
1,104.6,0,7,3,4,0
1,154.89,0,8,3,4,0
1,115.29,0,9,3,4,0
1,107.52,0,10,3,4,0
1,118.54,0,11,3,4,0
1,107.55,0,12,3,4,0
1,126.68,0,13,3,4,0
1,79.15,0,14,3,4,0
1,107.94,0,15,3,4,0
1,89.76,0,16,3,4,0
1,111.34,0,17,3,4,0
1,132.76,0,18,3,4,0
1,82.17,0,19,3,4,0
1,87.52,0,20,3,4,0
1,78.45,0,21,3,4,0
1,104.54,0,22,3,4,0
1,87.27,0,23,3,4,0
1,119.23,0,0,3,5,0
1,115.48,0,1,3,5,0
1,84.24,0,2,3,5,0
1,91.47,0,3,3,5,0
1,86.61,0,4,3,5,0
1,117.88,0,5,3,5,0
1,109.5,0,6,3,5,0
1,116.33,0,7,3,5,0
1,106.95,0,8,3,5,0
1,66.07,0,9,3,5,0
1,121.72,0,10,3,5,0
1,99.0,0,11,3,5,0
1,138.13,0,12,3,5,0
1,134.59,0,13,3,5,0
1,80.23,0,14,3,5,0
1,131.75,0,15,3,5,0
1,97.95,0,16,3,5,0
1,127.14,0,17,3,5,0
1,70.59,0,18,3,5,0
1,100.21,0,19,3,5,0
1,71.81,0,20,3,5,0
1,78.15,0,21,3,5,0
1,104.2,0,22,3,5,0
1,94.0,0,23,3,5,0
1,115.6,0,0,3,6,1
1,125.0,0,1,3,6,1
1,106.51,0,2,3,6,1
1,142.83,0,3,3,6,1
1,68.39,0,4,3,6,1
1,78.88,0,5,3,6,1
1,120.18,0,6,3,6,1
1,139.77,0,7,3,6,1
1,112.57,0,8,3,6,1
1,106.54,0,9,3,6,1
1,138.11,0,10,3,6,1
1,151.21,0,11,3,6,1
1,129.08,0,12,3,6,1
1,156.95,0,13,3,6,1
1,140.1,0,14,3,6,1
1,158.75,0,15,3,6,1
1,78.38,0,16,3,6,1
1,117.78,0,17,3,6,1
1,107.94,0,18,3,6,1
1,134.08,0,19,3,6,1
1,125.09,0,20,3,6,1
1,113.12,0,21,3,6,1
1,93.29,0,22,3,6,1
1,112.42,0,23,3,6,1
1,111.44,0,0,3,7,1
1,134.79,0,1,3,7,1
1,160.89,0,2,3,7,1
1,101.04,0,3,3,7,1
1,119.17,0,4,3,7,1
1,161.81,0,5,3,7,1
1,133.72,0,6,3,7,1
1,126.65,0,7,3,7,1
1,137.64,0,8,3,7,1
1,106.59,0,9,3,7,1
1,108.92,0,10,3,7,1
1,125.06,0,11,3,7,1
1,113.11,0,12,3,7,1
1,114.81,0,13,3,7,1
1,102.85,0,14,3,7,1
1,123.75,0,15,3,7,1
1,125.81,0,16,3,7,1
1,162.9,0,17,3,7,1
1,108.27,0,18,3,7,1
1,134.7,0,19,3,7,1
1,162.14,0,20,3,7,1
1,158.14,0,21,3,7,1
1,129.38,0,22,3,7,1
1,137.62,0,23,3,7,1
1,107.44,0,0,3,1,0
1,105.58,0,1,3,1,0
1,127.16,0,2,3,1,0
1,90.13,0,3,3,1,0
1,98.31,0,4,3,1,0
1,87.29,0,5,3,1,0
1,71.16,0,6,3,1,0
1,112.23,0,7,3,1,0
1,98.7,0,8,3,1,0
1,79.62,0,9,3,1,0
1,127.01,0,10,3,1,0
1,129.3,0,11,3,1,0
1,104.66,0,12,3,1,0
1,109.97,0,13,3,1,0
1,95.01,0,14,3,1,0
1,71.51,0,15,3,1,0
1,91.11,0,16,3,1,0
1,109.23,0,17,3,1,0
1,112.59,0,18,3,1,0
1,76.45,0,19,3,1,0
1,106.02,0,20,3,1,0
1,81.94,0,21,3,1,0
1,114.83,0,22,3,1,0
1,102.14,0,23,3,1,0
1,84.81,0,0,3,2,0
1,83.55,0,1,3,2,0
1,134.9,0,2,3,2,0
1,69.64,0,3,3,2,0
1,86.46,0,4,3,2,0
1,100.21,0,5,3,2,0
1,132.4,0,6,3,2,0
1,89.15,0,7,3,2,0
1,102.1,0,8,3,2,0
1,106.47,0,9,3,2,0
1,100.14,0,10,3,2,0
1,106.33,0,11,3,2,0
1,94.34,0,12,3,2,0
1,72.75,0,13,3,2,0
1,77.34,0,14,3,2,0
1,154.01,0,15,3,2,0
1,92.21,0,16,3,2,0
1,62.77,0,17,3,2,0
1,90.8,0,18,3,2,0
1,116.08,0,19,3,2,0
1,111.41,0,20,3,2,0
1,124.59,0,21,3,2,0
1,111.3,0,22,3,2,0
1,76.79,0,23,3,2,0
1,92.43,0,0,3,3,0
1,77.86,0,1,3,3,0
1,99.98,0,2,3,3,0
1,96.83,0,3,3,3,0
1,129.41,0,4,3,3,0
1,91.53,0,5,3,3,0
1,100.53,0,6,3,3,0
1,116.05,0,7,3,3,0
1,106.23,0,8,3,3,0
1,107.38,0,9,3,3,0
1,101.64,0,10,3,3,0
1,96.24,0,11,3,3,0
1,91.28,0,12,3,3,0
1,102.79,0,13,3,3,0
1,104.46,0,14,3,3,0
1,126.37,0,15,3,3,0
1,124.39,0,16,3,3,0
1,118.26,0,17,3,3,0
1,109.39,0,18,3,3,0
1,85.23,0,19,3,3,0
1,113.39,0,20,3,3,0
1,91.22,0,21,3,3,0
1,108.48,0,22,3,3,0
1,97.0,0,23,3,3,0
1,128.1,0,0,3,4,0
1,128.49,0,1,3,4,0
1,144.29,0,2,3,4,0
1,125.74,0,3,3,4,0
1,106.35,0,4,3,4,0
1,102.61,0,5,3,4,0
1,73.17,0,6,3,4,0
1,106.27,0,7,3,4,0
1,79.0,0,8,3,4,0
1,94.11,0,9,3,4,0
1,77.23,0,10,3,4,0
1,88.33,0,11,3,4,0
1,89.71,0,12,3,4,0
1,113.22,0,13,3,4,0
1,110.33,0,14,3,4,0
1,110.1,0,15,3,4,0
1,92.45,0,16,3,4,0
1,134.11,0,17,3,4,0
1,65.99,0,18,3,4,0
1,115.27,0,19,3,4,0
1,101.36,0,20,3,4,0
1,122.06,0,21,3,4,0
1,133.75,0,22,3,4,0
1,128.16,0,23,3,4,0
1,103.78,0,0,3,5,0
1,116.22,0,1,3,5,0
1,82.44,0,2,3,5,0
1,102.79,0,3,3,5,0
1,113.95,0,4,3,5,0
1,90.41,0,5,3,5,0
1,111.78,0,6,3,5,0
1,81.91,0,7,3,5,0
1,103.25,0,8,3,5,0
1,133.95,0,9,3,5,0
1,116.27,0,10,3,5,0
1,102.19,0,11,3,5,0
1,85.51,0,12,3,5,0
1,80.9,0,13,3,5,0
1,110.19,0,14,3,5,0
1,128.24,0,15,3,5,0
1,70.63,0,16,3,5,0
1,124.47,0,17,3,5,0
1,115.84,0,18,3,5,0
1,90.47,0,19,3,5,0
1,104.92,0,20,3,5,0
1,74.56,0,21,3,5,0
1,128.49,0,22,3,5,0
1,81.73,0,23,3,5,0
1,157.11,0,0,3,6,1
1,127.8,0,1,3,6,1
1,117.46,0,2,3,6,1
1,142.02,0,3,3,6,1
1,150.52,0,4,3,6,1
1,118.54,0,5,3,6,1
1,120.82,0,6,3,6,1
1,107.1,0,7,3,6,1
1,89.57,0,8,3,6,1
1,119.07,0,9,3,6,1
1,136.91,0,10,3,6,1
1,137.97,0,11,3,6,1
1,152.42,0,12,3,6,1
1,109.79,0,13,3,6,1
1,79.04,0,14,3,6,1
1,140.69,0,15,3,6,1
1,94.88,0,16,3,6,1
1,103.24,0,17,3,6,1
1,57.8,0,18,3,6,1
1,133.67,0,19,3,6,1
1,102.2,0,20,3,6,1
1,120.17,0,21,3,6,1
1,111.44,0,22,3,6,1
1,139.75,0,23,3,6,1
1,113.12,0,0,3,7,1
1,130.27,0,1,3,7,1
1,139.84,0,2,3,7,1
1,109.27,0,3,3,7,1
1,105.83,0,4,3,7,1
1,146.58,0,5,3,7,1
1,107.76,0,6,3,7,1
1,97.36,0,7,3,7,1
1,146.69,0,8,3,7,1
1,121.21,0,9,3,7,1
1,109.09,0,10,3,7,1
1,149.01,0,11,3,7,1
1,132.46,0,12,3,7,1
1,122.01,0,13,3,7,1
1,140.56,0,14,3,7,1
1,117.15,0,15,3,7,1
1,152.4,0,16,3,7,1
1,118.11,0,17,3,7,1
1,99.55,0,18,3,7,1
1,123.15,0,19,3,7,1
1,147.64,0,20,3,7,1
1,168.49,0,21,3,7,1
1,118.89,0,22,3,7,1
1,132.08,1,23,3,7,1
1,66.66,0,0,3,1,0
1,137.29,0,1,3,1,0
1,98.91,0,2,3,1,0
1,107.38,0,3,3,1,0
1,82.24,0,4,3,1,0
1,102.33,0,5,3,1,0
1,108.22,0,6,3,1,0
1,116.34,0,7,3,1,0
1,101.06,0,8,3,1,0
1,78.7,0,9,3,1,0
1,134.71,0,10,3,1,0
1,82.43,0,11,3,1,0
1,125.8,0,12,3,1,0
1,105.68,0,13,3,1,0
1,95.37,0,14,3,1,0
1,75.36,0,15,3,1,0
1,100.57,0,16,3,1,0
1,128.72,0,17,3,1,0
1,110.53,0,18,3,1,0
1,88.06,0,19,3,1,0
1,126.37,0,20,3,1,0
1,65.3,0,21,3,1,0
1,87.16,0,22,3,1,0
1,128.5,0,23,3,1,0
1,80.35,0,0,3,2,0
1,105.63,0,1,3,2,0
1,108.87,0,2,3,2,0
1,104.87,0,3,3,2,0
1,104.37,0,4,3,2,0
1,105.72,0,5,3,2,0
1,90.41,0,6,3,2,0
1,84.97,0,7,3,2,0
1,95.15,0,8,3,2,0
1,120.13,0,9,3,2,0
1,97.86,0,10,3,2,0
1,110.57,0,11,3,2,0
1,104.15,0,12,3,2,0
1,113.04,0,13,3,2,0
1,120.68,0,14,3,2,0
1,106.67,0,15,3,2,0
1,75.72,0,16,3,2,0
1,107.09,0,17,3,2,0
1,89.07,0,18,3,2,0
1,39.3,0,19,3,2,0
1,68.96,0,20,3,2,0
1,105.2,0,21,3,2,0
1,125.31,0,22,3,2,0
1,77.6,0,23,3,2,0
1,85.83,0,0,3,3,0
1,112.23,0,1,3,3,0
1,73.83,0,2,3,3,0
1,109.41,0,3,3,3,0
1,117.8,0,4,3,3,0
1,87.37,0,5,3,3,0
1,105.23,0,6,3,3,0
1,108.22,0,7,3,3,0
1,61.18,0,8,3,3,0
1,123.38,0,9,3,3,0
1,94.67,0,10,3,3,0
1,106.49,0,11,3,3,0
1,67.55,0,12,3,3,0
1,77.18,0,13,3,3,0
1,126.91,0,14,3,3,0
1,81.77,0,15,3,3,0
1,86.41,0,16,3,3,0
1,94.77,0,17,3,3,0
1,62.35,0,18,3,3,0
1,52.45,0,19,3,3,0
1,112.67,0,20,3,3,0
1,111.81,0,21,3,3,0
1,133.72,0,22,3,3,0
1,85.81,0,23,3,3,0
1,135.86,0,0,3,4,0
1,121.93,0,1,3,4,0
1,96.76,0,2,3,4,0
1,82.82,0,3,3,4,0
1,58.92,0,4,3,4,0
1,118.9,0,5,3,4,0
1,130.73,0,6,3,4,0
1,87.46,0,7,3,4,0
1,87.24,0,8,3,4,0
1,145.06,0,9,3,4,0
1,114.52,0,10,3,4,0
1,83.79,0,11,3,4,0
1,89.73,0,12,3,4,0
1,93.69,0,13,3,4,0
1,104.47,0,14,3,4,0
1,72.48,0,15,3,4,0
1,97.8,0,16,3,4,0
1,93.22,0,17,3,4,0
1,132.89,0,18,3,4,0
1,81.99,0,19,3,4,0
1,54.87,0,20,3,4,0
1,106.29,0,21,3,4,0
1,53.93,0,22,3,4,0
1,121.35,0,23,3,4,0
1,70.64,0,0,3,5,0
1,105.49,0,1,3,5,0
1,105.37,0,2,3,5,0
1,113.21,0,3,3,5,0
1,128.83,0,4,3,5,0
1,128.48,0,5,3,5,0
1,124.65,0,6,3,5,0
1,115.71,0,7,3,5,0
1,119.65,0,8,3,5,0
1,89.01,0,9,3,5,0
1,86.4,0,10,3,5,0
1,118.32,0,11,3,5,0
1,102.36,0,12,3,5,0
1,82.38,0,13,3,5,0
1,56.81,0,14,3,5,0
1,83.58,0,15,3,5,0
1,108.9,0,16,3,5,0
1,107.57,0,17,3,5,0
1,99.88,0,18,3,5,0
1,95.23,0,19,3,5,0
1,124.76,0,20,3,5,0
1,96.17,0,21,3,5,0
1,90.14,0,22,3,5,0
1,77.5,0,23,3,5,0
1,142.37,0,0,3,6,1
1,112.44,0,1,3,6,1
1,115.63,0,2,3,6,1
1,98.87,0,3,3,6,1
1,107.0,0,4,3,6,1
1,133.49,0,5,3,6,1
1,105.2,0,6,3,6,1
1,136.81,0,7,3,6,1
1,80.36,0,8,3,6,1
1,73.8,0,9,3,6,1
1,123.94,0,10,3,6,1
1,131.2,0,11,3,6,1
1,129.95,0,12,3,6,1
1,112.07,0,13,3,6,1
1,78.78,0,14,3,6,1
1,111.3,0,15,3,6,1
1,95.17,0,16,3,6,1
1,155.2,0,17,3,6,1
1,83.36,0,18,3,6,1
1,143.69,0,19,3,6,1
1,151.39,0,20,3,6,1
1,136.67,0,21,3,6,1
1,149.21,0,22,3,6,1
1,148.84,0,23,3,6,1
1,103.49,0,0,3,7,1
1,127.98,0,1,3,7,1
1,110.79,0,2,3,7,1
1,115.24,0,3,3,7,1
1,148.22,0,4,3,7,1
1,132.07,0,5,3,7,1
1,77.37,0,6,3,7,1
1,136.51,0,7,3,7,1
1,101.63,0,8,3,7,1
1,115.91,0,9,3,7,1
1,66.37,0,10,3,7,1
1,117.58,0,11,3,7,1
1,156.68,0,12,3,7,1
1,110.79,0,13,3,7,1
1,120.41,0,14,3,7,1
1,141.32,0,15,3,7,1
1,115.18,0,16,3,7,1
1,115.07,0,17,3,7,1
1,121.8,0,18,3,7,1
1,131.32,0,19,3,7,1
1,123.08,0,20,3,7,1
1,95.3,0,21,3,7,1
1,158.62,0,22,3,7,1
1,134.4,0,23,3,7,1
1,110.2,0,0,4,1,0
1,110.05,0,1,4,1,0
1,86.71,0,2,4,1,0
1,83.64,0,3,4,1,0
1,116.5,0,4,4,1,0
1,107.43,0,5,4,1,0
1,98.7,0,6,4,1,0
1,126.94,0,7,4,1,0
1,122.03,0,8,4,1,0
1,87.99,0,9,4,1,0
1,100.27,0,10,4,1,0
1,85.91,0,11,4,1,0
1,99.65,0,12,4,1,0
1,108.98,0,13,4,1,0
1,91.38,0,14,4,1,0
1,63.1,0,15,4,1,0
1,90.81,0,16,4,1,0
1,106.39,0,17,4,1,0
1,85.2,0,18,4,1,0
1,91.74,0,19,4,1,0
1,136.99,0,20,4,1,0
1,123.09,0,21,4,1,0
1,74.94,0,22,4,1,0
1,92.93,0,23,4,1,0
1,76.43,0,0,4,2,0
1,119.99,0,1,4,2,0
1,116.05,0,2,4,2,0
1,72.69,0,3,4,2,0
1,97.81,0,4,4,2,0
1,97.01,0,5,4,2,0
1,135.94,0,6,4,2,0
1,94.23,0,7,4,2,0
1,101.74,0,8,4,2,0
1,108.82,0,9,4,2,0
1,104.15,0,10,4,2,0
1,119.9,0,11,4,2,0
1,140.88,0,12,4,2,0
1,67.59,0,13,4,2,0
1,109.28,0,14,4,2,0
1,106.17,0,15,4,2,0
1,73.57,0,16,4,2,0
1,61.49,0,17,4,2,0
1,103.03,0,18,4,2,0
1,96.82,0,19,4,2,0
1,52.52,0,20,4,2,0
1,98.9,0,21,4,2,0
1,116.48,0,22,4,2,0
1,88.81,0,23,4,2,0
1,77.84,0,0,4,3,0
1,97.55,0,1,4,3,0
1,107.99,0,2,4,3,0
1,111.44,0,3,4,3,0
1,113.22,0,4,4,3,0
1,89.4,0,5,4,3,0
1,78.42,0,6,4,3,0
1,102.77,0,7,4,3,0
1,116.79,0,8,4,3,0
1,118.75,0,9,4,3,0
1,79.47,0,10,4,3,0
1,110.84,0,11,4,3,0
1,93.82,0,12,4,3,0
1,115.07,0,13,4,3,0
1,91.1,0,14,4,3,0
1,75.1,0,15,4,3,0
1,82.82,0,16,4,3,0
1,62.25,0,17,4,3,0
1,94.6,0,18,4,3,0
1,132.46,0,19,4,3,0
1,96.43,0,20,4,3,0
1,103.56,0,21,4,3,0
1,102.03,0,22,4,3,0
1,104.41,0,23,4,3,0
1,62.7,0,0,4,4,0
1,118.85,0,1,4,4,0
1,99.89,0,2,4,4,0
1,109.79,0,3,4,4,0
1,81.36,0,4,4,4,0
1,90.42,0,5,4,4,0
1,110.56,0,6,4,4,0
1,82.49,0,7,4,4,0
1,95.39,0,8,4,4,0
1,106.98,0,9,4,4,0
1,100.31,0,10,4,4,0
1,98.83,0,11,4,4,0
1,144.08,0,12,4,4,0
1,120.64,0,13,4,4,0
1,81.01,0,14,4,4,0
1,71.52,0,15,4,4,0
1,92.61,0,16,4,4,0
1,90.92,0,17,4,4,0
1,89.3,0,18,4,4,0
1,131.71,0,19,4,4,0
1,104.7,0,20,4,4,0
1,86.71,0,21,4,4,0
1,121.53,0,22,4,4,0
1,149.98,0,23,4,4,0
1,148.91,0,0,4,5,0
1,95.66,0,1,4,5,0
1,75.84,0,2,4,5,0
1,118.74,0,3,4,5,0
1,118.34,0,4,4,5,0
1,81.22,0,5,4,5,0
1,84.78,0,6,4,5,0
1,129.22,0,7,4,5,0
1,100.08,0,8,4,5,0
1,90.74,0,9,4,5,0
1,129.68,0,10,4,5,0
1,61.41,0,11,4,5,0
1,93.13,0,12,4,5,0
1,84.6,0,13,4,5,0
1,91.96,0,14,4,5,0
1,69.38,0,15,4,5,0
1,77.72,0,16,4,5,0
1,131.25,0,17,4,5,0
1,122.65,0,18,4,5,0
1,113.09,0,19,4,5,0
1,111.42,0,20,4,5,0
1,113.34,0,21,4,5,0
1,89.31,0,22,4,5,0
1,99.97,0,23,4,5,0
1,100.21,0,0,4,6,1
1,128.07,0,1,4,6,1
1,76.61,0,2,4,6,1
1,84.68,0,3,4,6,1
1,81.78,0,4,4,6,1
1,96.27,0,5,4,6,1
1,141.7,0,6,4,6,1
